id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,Sesotho__-,Setswana__-,Syonym__-,Tshivenda__-,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,nde__001,nde__002,nde__003,nde__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__-,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,zul__001,zul__002,zul__003,zul__004,zul__005
dsac_lif_00873,skip,,,,,,,,,,,,oorslaan,uitlaat,,,,,-eqa,,,,-taboga,-fofa,,,,,,,,-tlola,,,,,,,yeca,shiya,zuba,,,tlola,,,,,,tlula,,,,,,,u pfuka,,,,,,,,,qakatha,tsiba,,,,,,,ukweqa,,,,
dsac_lif_00874,slave,,,,,,,,,,,,slaaf,,,,,,ikhobongo,ikghoba,isiqgila,,lekgoba,,,,,,,,,lekgoba,,,,,,,sigcila,,,,,lekgoba,lelata,,,,,hlonga,,,,,,,phuli,,,,,,,,,ikhoboka,,,,,,,,isigqila,,,,
dsac_lif_00875,slavery,,,,,,,,,,,,slawerny,,,,,,ubukhobongo,ubugqila,ubukghobo,,bokgoba,,,,,,,,,bokgoba,,,,,,,bugcila,,,,,bokgoba,bolala,,,,,vuhlonga,,,,,,,vhupuli,,,,,,,,,ubukhoboka,,,,,,,,ubugqila,,,,
dsac_lif_00876,slave trade,,,,,,,,,,,,slawehandel,,,,,,ukurhwebelana ngeengqila,ukurhwebelana ngamakhobongo,,,kgwebo ya bokgoba,,,,,,,,,kgwebisano ya makgoba,,,,,,,kutsengiselana ngetigcila,kuhwebelana ngetigcila,,,,kgwebisanokgoba,kgwebisanolata,,,,,vuxavisamahlonga,,,,,,,vhurengisaphuli,,,,,,,,,urhwebo ngamakhoboka,,,,,,,,ukuhwebelana ngezigqila,,,,
dsac_lif_00877,sleep,,,,,,,,,,,,slaap,,,,,,ukulala,,,,boroko,,,,,,,,,boroko,,,,,,,kulala,,,,,robala,boroko,,,,,ku etlela,,,,,,,u eḓela,,,,,,,,,ukulala,,,,,,,,ukulala,,,,
dsac_lif_00878,sleepiness,,,,,,,,,,,,slaperigheid,vaakheid,vaakte,,,,-nobuthongo,,,,-potuma,otsela,,,,,,,,-borokwana,,,,,,,kwetela,,,,,otsela,,,,,,khudzehela,,,,,,,kumedza,,,,,,,,,ukozela,ukuphathwa bubuthongo,,,,,,,ukwezela,,,,
dsac_lif_00879,sleepover,,,,,,,,,,,,oorslaap,oorslaapaand,uitslaapaand,,,,ukulala ngaphandle,,,,malalatle,,,,,,,,,robaletsa,,,,,,,kungalali ekhaya,,,,,robaletsa,ngobaela,,,,,ku etlela kun'wana,,,,,,,u eḓela ngeo,,,,,,,,,ukulalisa,,,,,,,,ukungalali ekhaya,,,,
dsac_lif_00880,smother,,,,,,,,,,,,versmoor,,,,,,-dima ummoya,-ba nesimuku,,,-betela,,,,,,,,,-bipetsa,,,,,,,futselanisa,ncisha umoya,,,,hupetsa,,,,,,siva moya,,,,,,,thivha muya,,,,,,,,,futhanisela,,,,,,,,isamuku,,,,
dsac_lif_00881,snack,,,,,,,,,,,,peuselhappie,versnapering,,,,,ukudla okulula,isiphungandlala,isilibazisi,,mabosabosana,,,,,,,,,seneke,,,,,,,siphungandlala,sinekhi,sitibandlala,,,dijonnye,seneke,,,,,xibamarha,xisekelo,ximiyetanyoka,,,,,zwidyangudyangu,zwiḽiwanyana,,,,,,,,amashwamshwam,isinekhi,,,,,,,isibambamoya,isinekhi,,,
dsac_lif_00882,snarl,,,,,,,,,,,,grom,knor,,,,,-bhodla,,,,-rora,,,,,,,,,-rora,,,,,,,bhodla,bhavumula,,,,rȏra,,,,,,gomela,vomba,bonga,,,,,honedzela,,,,,,,,,bhavumla,gragrama,vungama,,,,,,ukubhavumula,,,,
dsac_lif_00883,snort,,,,,,,,,,,,snork,snuif,proes,,,,-rhona,,,,-ona,,,,,,,,,-kurutla,-tsuba,,,,,,hona,,,,,gôna,,,,,,mantonoro,swingoro,,,,,,hona,,,,,,,,,rhona,beth' ithatha,,,,,,,ukushaya amakhala,,,,
dsac_lif_00884,soccer,,,,,,,,,,,,sokker,,,,,,umdlalo webholo erarhwako,umdlalo webholo yeenyawo,,,kgwele ya maoto,,,,,,,,,bolo ya maoto,,,,,,,umdlalo webhola yetinyawo,libhola letinyawo,,,,kgwele ya maoto,kgwele ya dinao,,,,,bolo ya milenge,,,,,,,bola ya milenzhe,,,,,,,,,umdlalo webhola ekhatywayo,isoka,,,,,,,unobhutshuzwayo,,,,
dsac_lif_00885,social security,,,,,,,,,,,,bestaansbeveiliging,maatskaplike sekerheid,,,,,isibonelelo sezehlalakuhle,,,,tšhireletšo ya leago,,,,,,,,,tshireletso ya setjhaba,,,,,,,sibonelelo,,,,,tshireletsoloago,,,,,,nhlayiseko wa vanhu,,,,,,,tsireledzo ya matshilisano,,,,,,,,,isibonelelo,,,,,,,,isibonelelo senhlalakahle,,,,
dsac_lif_00886,social services,,,,,,,,,,,,maatskaplike dienste,,,,,,imisebenzi yezehlalakuhle,,,,ditirelo tša leago,,,,,,,,,ditshebeletso tsa setjhaba,,,,,,,imisebenti yetenhlalakahle,,,,,ditireloloago,,,,,,vukorhokeri bya vanhu,,,,,,,tshumelo dza matshilisano,,,,,,,,,iinkonzo zoluntu,,,,,,,,usizo lwezenhlalakahle,,,,
dsac_lif_00887,social worker,,,,,,,,,,,,maatskaplike werker,welsynwerker,,,,,isisebenzi sezehlalakuhle,,,,modirelaleago,,,,,,,,,mosebeletsi wa setjhaba,,,,,,,sonhlalakahle,,,,,modirediloago,,,,,,soxaliweka,,,,,,,mushumelavhapo,,,,,,,,,unontlalontle,,,,,,,,usonhlalakahle,,,,
dsac_lif_00888,society,,,,,,,,,,,,samelewing,,,,,,umphakathi,,,,setšhaba,,,,,,,,,setjhaba,,,,,,,ummango,,,,,setšhaba,,,,,,vaakatiko,,,,,,,tshitshavha,,,,,,,,,uluntu,abahlali,,,,,,,umphakathi,,,,
dsac_lif_00889,sodium,,,,,,,,,,,,natrium,Na,natriummetaal,,,,itswayi,isodiyamu,,,sotiamo,,,,,,,,,sodiamo,,,,,,,isodiyamu,,,,,sodiamo,,,,,,sodiyamu,,,,,,,muṋo,,,,,,,,,isodiyam,,,,,,,,isodiyamu,i-Na,,,
dsac_lif_00890,softball,,,,,,,,,,,,sagtebal,,,,,,isofthibholo,,,,sofotebolo,,,,,,,,,softbolo,,,,,,,isoftibholi,isoftball,,,,bolonolo,,,,,,sofotibolo,,,,,,,sofuthibola,,,,,,,,,isoftibholi,,,,,,,,isoftbholi,,,,
dsac_lif_00891,song,,,,,,,,,,,,lied,liedjie,,,,,ingoma,,,,koša,,,,,,,,,pina,,,,,,,ingoma,liculo,,,,pina,,,,,,risimu,,,,,,,luimbo,,,,,,,,,iculo,ingoma,,,,,,,iculo,,,,
dsac_lif_00892,sorrow,,,,,,,,,,,,smart,leed,verdriet,,,,isizi,,,,manyami,,,,,,,,,mahlomola,,,,,,,bumunyu,lusizi,kudzabuka,,,kutlobotlhoko,manyaapelo,,,,,gome,nhlomulo,,,,,,ṱungufhala,,,,,,,,,usizi,,,,,,,,usizi,umunyu,,,
dsac_lif_00893,sound,,,,,,,,,,,,geluid,klank,,,,,umdumo,itjhada,,,modumo,,,,,,,,,modumo,,,,,,,umdvumo,,,,,modumo,,,,,,mpfumawulo,,,,,,,mubvumo,,,,,,,,,isandi,,,,,,,,umsindo,,,,
dsac_lif_00894,soup,,,,,,,,,,,,sop,,,,,,isobho,,,,sopo,,,,,,,,,sopho,,,,,,,lisobho,,,,,sopo,,,,,,murhu,muthotho,,,,,,muthotho,swobo,,,,,,,,isuphu,,,,,,,,umhluzi,isobho,,,
dsac_lif_00895,South Africa,SA,,,,,,,,,,,Suid-Afrika,S.A.,,,,,ISewula Afrika,i-SA,,,Afrika Borwa,,,,,,,,,Afrika Borwa,,,,,,,iNingizimu Afrika,i-SA,,,,Aforikaborwa,,,,,,SA Afrika-Dzonga,,,,,,,Afrika Tshipembe,,,,,,,,,uMzantsi Afrika,,,,,,,,iNingizimu Afrika,i-SA,i-South Africa,,
dsac_lif_00896,South African Army,,,,,,,,,,,,Suid-Afrikaanse Leër,SAL,Suid-Afrikaanse Weermag,,,,iPhiko lamaJoni weSewula Afrika,iButho lamaJoni weSewula Afrika,,,Sešole sa Afrika Borwa,,,,,,,,,Sesole sa Afrika Borwa,,,,,,,Umbutfo Wetekuvikela WaseNingizimu Afrika,,,,,Sesole sa Aforikaborwa,,,,,,Afrika-Dzonga,,,,,,,Mmbi ya Afrika Tshipembe,,,,,,,,,uMkhosi waseMzantsi Afrika,,,,,,,,uMbutho Wamasosha WaseNingizimu Afrika,,,,
dsac_lif_00897,spaghetti,,,,,,,,,,,,spaghetti,,,,,,ispakethi,,,,sepaketi,,,,,,,,,spakethi,,,,,,,spagethi,,,,,sepaketi,,,,,,sipageti,,,,,,,sipagethi,,,,,,,,,ispagethi,,,,,,,,ispagethi,,,,
dsac_lif_00898,special,,,,,,,,,,,,spesiaal,besonders,,,,,-khethekileko,,,,- kgethegilego,,,,,,,,,-ikgethang,,,,,,,-khetsekile,-sembili,-spesheli,,,- kgethegileng,,,,,,-hlawuleka,,,,,,,-khetheaho,-tshipentshela,,,,,,,,khethekileyo,,,,,,,,okukhethekile,,,,
dsac_lif_00899,special care,,,,,,,,,,,,spesiale sorg,spesiale versorging,,,,,itjhejo elikhethekileko,,,,tlhokomelo ye e ikgethilego,,,,,,,,,tlhokomelo e ikgethang,,,,,,,-lunakekelo lolusembili,-lunakekelo lolukhetsekile,-lunakekelo loluspesheli,,,tlhokomelokgethegileng,,,,,,nhlayiso wo hlawuleka,,,,,,,ndondolo yo khetheaho,,,,,,,,,ukhathalelo olukhethekileyo,unonophelo olukhethekileyo,,,,,,,ukunakekela okukhethekile,,,,
dsac_lif_00900,special needs,,,,,,,,,,,,spesiale behoeftes,,,,,,iindingo ezikhethekileko,,,,dinyakwa tše di ikgethilego,,,,,,,,,ditlhoko tse ikgethang,,,,,,,-tidzingo letikhetsekile,-tidzingo letisipesheli,,,,ditlhokegokgethegileng,,,,,,swidingo swo hlawuleka,,,,,,,ṱhoḓea dzo khetheaho,ṱhoḓea dza tshipetshaḽa,,,,,,,,iimfuno ezizodwa,iimfuno ezikhethekileyo,izidingo ezizodwa,,,,,,izidingo zabakhubazekile,,,,
dsac_lif_00901,special occasion,,,,,,,,,,,,spesiale geleentheid,,,,,,umgidingo okhethekileko,umnyanya okhethekileko,,,moletlo wo o ikgethilego,,,,,,,,,kopano e kgethehileng,,,,,,,umbutsano lokhetsekile,umcimbi losipesheli,,,,moletlokgethegileng,,,,,,nkhuvo wo hlawuleka,,,,,,,vhuṱambo ho khetheaho,,,,,,,,,umsitho okhethekileyo,itheko elikhethekileyo,,,,,,,umcimbi okhethekile,,,,
dsac_lif_00902,speech <n.>,,,,,,,,,,,,spraak,gesproke taal,,,,,ikulumo,indaba,,,polelo,,,,,,,,,puo,,,,,,,inkhulumo,,,,,puo,,,,,,mbulavulo,,,,,,,tshipitshi,,,,,,,,,intetho,,,,,,,,inkulumo,,,,
dsac_lif_00903,spirit,,,,,,,,,,,,gees,,,,,,umphefumulo,ummoya,,,moya,,,,,,,,,moya,,,,,,,umoya,umphefumulo,,,,mowa,,,,,,moya,,,,,,,muya,,,,,,,,,umoya,,,,,,,,umoya,umphefumulo,,,
dsac_lif_00904,spiritual <adj.>,,,,,,,,,,,,geestelik,spiritueel,,,,,-komphefumulo,-kommoya,,,-semoya,,,,,,,,,-moya,,,,,,,-kwemoya,-kwemphefumulo,,,,- semowa,,,,,,-ximoya,,,,,,,-muya,,,,,,,,,-omoya,,,,,,,,ngokomoya,ngokomphefumulo,,,
dsac_lif_00905,spiteful,,,,,,,,,,,,vermakerig,,,,,,-layako,,,,-tenega,selegeka,,,,,,,,-swetsang,,,,,,,-nemavundvo,-nemagcubu,,,,tena,kgopisa,,,,,gega,,,,,,,sinyutshela,,,,,,,,,nenqala,nolunya,,,,,,,olayayo,,,,
dsac_lif_00906,spoon,,,,,,,,,,,,lepel,,,,,,isigobho,ikhezo,,,lehwana,,,,,,,,,kgaba,,,,,,,lukhezo,lucwephe,sipuni,,,leso,leswana,,,,,lepula,,,,,,,lebula,,,,,,,,,icephe,,,,,,,,ukhezo,isipuni,,,
dsac_lif_00907,sports <Great Britain> {general},sport <United States>,,,,,,,,,,,sport,,,,,,umdlalo,,,,dipapadi,,,,,,,,,dipapadi,,,,,,,umdlalo,,,,,motshameko,,,,,,mitlangu,,,,,,,mitambo,,,,,,,,,imidlalo,,,,,,,,ezemidlalo,,,,
dsac_lif_00908,sports team,,,,,,,,,,,,sportspan,,,,,,isiqhema semidlalo,,,,sehlopha sa dipapadi,,,,,,,,,sehlopha sa dibapadi,,,,,,,licembu lemdlalo,,,,,setlhophatshameko,,,,,,xipanu xa ntlangu,,,,,,,thimu ya mitambo,,,,,,,,,iqela lemidlalo,,,,,,,,iqembu lomdlalo,,,,
dsac_lif_00909,sprain,,,,,,,,,,,,verstuit,,,,,,-tshinyeka,,,,-thinyega,,,,,,,,,-nonyetsa,,,,,,,enyela,bhinyika,,,,thinyega,phetsega,tsipoga,,,,suleka,phideka,tshinyeka,,,,,fhirea,piḓea,,,,,,,,ukukruneka,,,,,,,,ukwenyela,ukubhinyika,,,
dsac_lif_00910,spring {place where water comes to the earth's surface},,,,,,,,,,,,fontein,bron,,,,,isiyalu,,,,sediba,,,,,,,,,sediba,,,,,,,siyalu,sicoja,,,,motswedi,,,,,,xihlovo,,,,,,,tshisima,,,,,,,,,umthombo,,,,,,,,isiphethu,umthombo,,,
dsac_lif_00911,sprint,,,,,,,,,,,,nael,hardloop,,,,,-jubalala,-gijima khulu,,,-kitima,,,,,,,,,-nka ka sekaja,,,,,,,suka ngelitubane,subatsa,,,,siana,taboga,,,,,vhutha,,,,,,,gidima,nzambuwo,,,,,,,,gqotsa,,,,,,,,ukuntininiza,,,,
dsac_lif_00912,squat-jump,,,,,,,,,,,,hurksprong,,,,,,ukupharuma,,,,kota moswe,,,,,,,,,skwatejampo,,,,,,,kuzuba ucosheme,,,,,pharuma,,,,,,ku thaga,,,,,,,tshiḓula,,,,,,,,,ukutsiba unomasele,ukuxwaxuma,,,,,,,ukugxuma uqosheme,,,,
dsac_lif_00913,squeal,,,,,,,,,,,,skreeu,gil,,,,,ukutswininiza,,,,tswinya,,,,,,,,,seboko,,,,,,,kunswininita,,,,,kgoeletso,,,,,,cema,,,,,,,tzhema,,,,,,,,,isikhalo esibukhali,,,,,,,,ukunswininiza,,,,
dsac_lif_00914,squid {class of octopus},,,,,,,,,,,,pylinkvis,,,,,,isikwiti,ibambelela,,,sekwiti,,,,,,,,,skwiti,,,,,,,sikwidi,libambelela,,,,sikwiti,,,,,,xikwidi,,,,,,,tshikwidi,,,,,,,,,isikwidi,udidi lwengwane,,,,,,,isingangwane,isingambambezela,,,
dsac_lif_00915,stable condition,,,,,,,,,,,,bestendige toestand,stabiele toestand,,,,,ubujamo obunzinzileko,ubujamo obuncono,,,seemo se se sa fetogego,,,,,,,,,boemo bo tsitsitseng,,,,,,,kusimama,,,,,maemotlhomameng,,,,,,xiyimonkancinco,,,,,,,tshiimo tsho dzikaho,,,,,,,,,imeko ezinzileyo,,,,,,,,isimo esizinzile,isimo sokugula esingaguquki,,,
dsac_lif_00916,stagnant water,,,,,,,,,,,,stilstaande water,staande water,,,,,amanzi ajamileko,,,,meetse a go se ele,,,,,,,,,metsi a emeng,,,,,,,emanti lemile,,,,,metsiemeng,,,,,,mati yo yima,,,,,,,maḓi o imaho,,,,,,,,,amanzi amileyo,,,,,,,,amanzi amile,,,,
dsac_lif_00917,stammer,stutter,,,,,,,,,,,stotter,hakel,stamel,,,,-ngunguza,,,,-kgamakgametša,-koakoa,,,,,,,,-hweleketsa,,,,,,,ngingita,ngangamela,,,,kwakwaetsa,kokoretsa,,,,,nghanghamela,,,,,,,kakamela,,,,,,,,,thintitha,,,,,,,,amalimi,ukungingiza,,,
dsac_lif_00918,stanza,,,,,,,,,,,,strofe,vers,stansa,,,,indima,,,,tematheto,,,,,,,,,temana,,,,,,,indzima,livesi,stanza,,,tematheto,temana,,,,,ndzimana,,,,,,,ndima,,,,,,,,,indinyana,umhlathi,isitanza,,,,,,ibinza,istanza,,,
dsac_lif_00919,star,,,,,,,,,,,,ster,,,,,,ikwekwezi,ikanyezi,,,naledi,,,,,,,,,naledi,,,,,,,inkhanyeti,,,,,naledi,,,,,,nyeleti,,,,,,,ṋaledzi,,,,,,,,,inkwenkwezi,,,,,,,,inkanyezi,,,,
dsac_lif_00920,stare,,,,,,,,,,,,staar,,,,,,-golozela,,,,-tsepelela,,,,,,,,,-hobola,,,,,,,gcolotela,,,,,tlhomamatlho,tsepamisa,,,,,honolela,honokela,,,,,,zwondolola,vhondolola,,,,,,,,-thi ntsho,-qwalasela,,,,,,,ukugqolozela,,,,
dsac_lif_00921,steal,,,,,,,,,,,,steel,vaslê,gaps,,,,-eba,,,,-utswa,,,,,,,,,-utswa,,,,,,,ntjontja,eba,,,,utswa,,,,,,yiva,,,,,,,tswa,,,,,,,,,ukuba,,,,,,,,ukweba,ukuntshontsha,,,
dsac_lif_00922,stereotype,,,,,,,,,,,,stereotipe,,,,,,ukungenziswa,ukungatjhugululwa umkhumbulo,,,tshekamo ya kgopolo,,,,,,,,,monahano wa boholoholo,kakaretso e phoso,,,,,,inkholelolite,,,,,kakanyofosagetseng,steriothaepe,,,,,mavonelo yo khuma,,,,,,,vhutendatenda,siṱeriothaiphi,,,,,,,,imbono ecalanye,,,,,,,,ijwayezikubheca,,,,
dsac_lif_00923,steroid {substances that people use as a drug},,,,,,,,,,,,steroïed,,,,,,isteroyidi,,,,seteroete,,,,,,,,,steroete,,,,,,,siteroyidi,,,,,steroete,,,,,,siteroyidi,,,,,,,siṱeroidi,,,,,,,,,isteroyidi,,,,,,,,istiriyodi,,,,
dsac_lif_00924,stew,,,,,,,,,,,,bredie,,,,,,isitjulo,,,,setšhuu,,,,,,,,,setjhu,,,,,,,sitjulo,,,,,setšhuu,,,,,,xiculu,,,,,,,tshitshuu,,,,,,,,,isityu,,,,,,,,isitshulu,,,,
dsac_lif_00925,stilt <usually in plural>,,,,,,,,,,,,stelt,paal,,,,,isithilthi,,,,sitiliti,,,,,,,,,stilte,,,,,,,sisekelo,,,,,stiliti,,,,,,phuphu,,,,,,,sitiḽithi,,,,,,,,,intsika,,,,,,,,unoxhongo,unonteshe,,,
dsac_lif_00926,storm <n.>,,,,,,,,,,,,storm,,,,,,isiwuruwuru,amawuruwuru,,,ledimo,,,,,,,,,sefefo,,,,,,,siphepho,,,,,sefefo,,,,,,bubutsa,xidzedze,,,,,,ḓumbu,,,,,,,,,isaqhwithi,isiphango,,,,,,,isiphepho,,,,
dsac_lif_00927,storytelling,,,,,,,,,,,,vertelkuns,storievertelling,,,,,ukuthiya inolwana,ukuthiya intolwana,,,go anega,,,,,,,,,ho phetha tshomo,,,,,,,kucoca indzaba,kuteka indzaba,,,,kanelo,,,,,,ku garingeta,ku rungula xitori,,,,,,u anetshela nganea,u anetshela tshiṱori,,,,,,,,ubaliso-bali,,,,,,,,ukuxoxa indaba,,,,
dsac_lif_00928,strain <n.>,,,,,,,,,,,,spanning,stres,,,,,isidinangqondo,,,,tapišo,,,,,,,,,ho imelwa,,,,,,,sidzinisangcondvo,,,,,go lapa,,,,,,nkarhalo,,,,,,,maneto,,,,,,,,,okuqobayo,,,,,,,,ingcindezi,,,,
dsac_lif_00929,strand,,,,,,,,,,,,alleen agterlaat,in die steek laat,,,,,-dima ubuyo,,,,-tlogela tlalelong,,,,,,,,,-ba mathateng,-qawa,,,,,,faka enkingeni,,,,,tlaletsa,,,,,,ku tshika empfukeni,ku siya munhu a haganekile,,,,,,dziedza,,,,,,,,,-faka engxakini,,,,,,,,ukushiya dengwane,,,,
dsac_lif_00930,stranded,,,,,,,,,,,,gestrand wees,alleen agter gelaat wees,in die steek gelaat wees,,,,-nganabuyo,,,,-kgakanegong,-tlalelong,,,,,,,,-tsielehileng,-qauweng,,,,,,-ba enkingeni,-swele,,,,tlaletswe,,,,,,haganeka,,,,,,,hanganea,,,,,,,,,ukuba sengxakini,,,,,,,,undingasithebeni,,,,
dsac_lif_00931,stranger,,,,,,,,,,,,vreemdeling,vreemde,onbekende,,,,umuntu otjhili,umuntu ongamaziko,,,mothotsoko,,,,,,,,,mosatsejweng,,,,,,,sihambi,umfokati,,,,mosaitsiweng,,,,,,munhumumbe,,,,,,,mutsinda,,,,,,,,,umntu ongaziwayo,,,,,,,,umuntu ongamazi,,,,
dsac_lif_00932,strengths <usually used in plural>,,,,,,,,,,,,sterkpunte,,,,,,ubuhle,,,,bokgoni,,,,,,,,,bokgoni,,,,,,,emandla,,,,,maatla,bokgoni,,,,,vuswikoti,,,,,,,nungo,,,,,,,,,amandla,ubalaselo,,,,,,,amandla,,,,
dsac_lif_00933,strenuous,,,,,,,,,,,,veeleisend,,,,,,-dinisako,-khandlako,,,-lapišago,lapiša,,,,,,,,-kgathatsang,,,,,,,-dzinisako,,,,,-utlwalela,,,,,,-karharisa,-tika,,,,,,-netisa,,,,,,,,,-nzima,-dinisayo,,,,,,,okukhandlayo,,,,
dsac_lif_00934,struggle <v.>,,,,,,,,,,,,'n stryd voer,sukkel,worstel,,,,-tlhaga,-kalukana,-zabalaza,,-katana,,,,,,,,,-hula ka thata,,,,,,,shikashika,hlupheka,enta taba,,,kgaratlho,,,,,,kayakaya,,,,,,,kakarika,,,,,,,,,ukuzabalaza,ukusokola,,,,,,,ukuzabalaza,,,,
dsac_lif_00935,Struggle {South Africa 1912 - 1994},,,,,,,,,,,,Struggle,,,,,,umZabalazo,,,,Ntwa ya tokologo,,,,,,,,,Ntwa ya boitseko,,,,,,,Umzabalazo,,,,,Ntwa,,,,,,Nyimpi ya ntshuxeko,,,,,,,Nndwa ya mbofholowo,,,,,,,,,uMzabalazo,,,,,,,,uMzabalazo,,,,
dsac_lif_00936,student,,,,,,,,,,,,student,,,,,,umfundi,istudenti,,,moithuti,,,,,,,,,moithuti,,,,,,,umfundzi,sitjudeni,,,,moithuti,,,,,,mudyondzi,xichudeni,,,,,,mutshudeni,,,,,,,,,umfundi,,,,,,,,umfundi,isitshudeni,,,
dsac_lif_00937,study method,,,,,,,,,,,,studiemetode,leermetode,,,,,indlela yokufunda,,,,mokgwa wa go ithuta,,,,,,,,,mokgwa wa ho ithuta,,,,,,,indlela yekufundza,emasu ekutadisha,emasu ekufundza,,,mokgwathuto,,,,,,mahlayelo,,,,,,,magudele,,,,,,,,,indlela yokufunda,,,,,,,,indlela yokufunda,,,,
dsac_lif_00938,study skills,,,,,,,,,,,,studeervaardighede,studievaardighede,leervaardighede,,,,amakghonofundwa wokufunda,,,,bokgoni bja go ithuta,,,,,,,,,bokgoni ba ho ithuta,,,,,,,emakhono ekufundza,,,,,dikgonothuto,,,,,,swikili swo hlaya,,,,,,,vhukoni ha kugudele,,,,,,,,,izakhono zokufunda,,,,,,,,amakhono okufunda,,,,
dsac_lif_00939,stumpy,,,,,,,,,,,,kort en dik,geset,,,,,-fitjhani,-sigindivana,,,-kopana,-nkiditlana,,,,,,,,-bokoqo,,,,,,,sincamu,,,,,khutshwane,,,,,,xigege,xihoza,,,,,,-vha tshiguthe,,,,,,,,,inyhagana,ingqungqumbana,,,,,,,okusamantindane,,,,
dsac_lif_00940,stupid,,,,,,,,,,,,dom,,,,,,-dlhayela,-dlhayeleko,,,setlaela,lešilo,,,,,,,,sethoto,sephoqo,,,,,,-libala,-silima,-siphukuphuku,,,sematla,seeleele,setlaela,,,,xiphunta,,,,,,,tshiḓahela,,,,,,,,,-sidenge,-sibhanxa,-sityhakala,,,,,,onobuphukuphuku,onobuthutha,onobuwula,,
dsac_lif_00941,subject matter,,,,,,,,,,,,leerstof,leerinhoud,vakinhoud,,,,okufundiswako,okukhulunywa ngakho,,,hlogo ya taba,,,,,,,,,tabataba,,,,,,,lokufundziswako,,,,,thitokgang,morero,kgankgolo,,,,nhlokomhaka,dyondzo,,,,,,sia ḽa thero,,,,,,,,,umxholo,,,,,,,,umongo wendaba,,,,
dsac_lif_00942,success,,,,,,,,,,,,sukses,,,,,,ipumelelo,,,,katlego,,,,,,,,,katleho,,,,,,,imphumelelo,,,,,katlego,,,,,,humelelo,,,,,,,mvelelo,,,,,,,,,impumelelo,,,,,,,,impumelelo,,,,
dsac_lif_00943,suffering,,,,,,,,,,,,lyding,,,,,,ukutlhaga,umtlhago,ukudosa emhlweni,,tlaišego,tshwenyego,,,,,,,,tshotleho,,,,,,,buhlungu,kuhlupheka,,,,pogo,tshotlego,,,,,nxaniseko,,,,,,,tambula,,,,,,,,,intloko,imbandezelo,,,,,,,ubuhlungu,,,,
dsac_lif_00944,suitcase,,,,,,,,,,,,reistas,koffer,tas,,,,isutkeyisi,iputumende,,,sutukheisi,popolomente,,,,,,,,sutkeise,,,,,,,liputumende,,,,,kobotlo,sutukheisi,,,,,sutukhesi,phutumende,phusumende,,,,,phuthumennde,suthukheisi,,,,,,,,isutikheyisi,,,,,,,,isutikeysi,,,,
dsac_lif_00945,sulk,,,,,,,,,,,,dikmond wees,nukkerig wees,,,,,-dubhula,-qumba,,,-ngala,,,,,,,,,-topola molomo,,,,,,,dvuba,,,,,ngala,tenega,,,,,ku hlunama,ku tsuva,,,,,,ṅala,,,,,,,,,qumba,,,,,,,,ukuqudula,ukuxhukula,,,
dsac_lif_00946,summary,,,,,,,,,,,,opsomming,samevatting,,,,,isirhunyezo,,,,kakaretšo,,,,,,,,,kgutsufatso,kakaretso,,,,,,sifinyeto,,,,,tshobokanyo,,,,,,nkomiso,nkatsakanyo,,,,,,manweledzo,,,,,,,,,isishwankathelo,,,,,,,,iqoqa,isisongo,,,
dsac_lif_00947,summative assessment,,,,,,,,,,,,summatiewe assessering,sommerende assessering,,,,,ukuhlola ngokubuthelela,,,,tekolo ya mafelelo,,,,,,,,,tekolo e akaretsang,,,,,,,luhlologcogca,luhlolosibutsiselo,,,,tlhatlhobotshobokanyo,,,,,,nhlelonkomiso,nhlelonkatsakanyo,,,,,,ndingoguṱe,asesimennde yo pfufhifhadzwaho,,,,,,,,uvavanyo lolwazi,uviwo,,,,,,,ukuhlola okudidiyelwe,,,,
dsac_lif_00948,sunrise,,,,,,,,,,,,sonsopkoms,sonop,,,,,ukuphuma kwelanga,,,,hlaba ga letšatši,,,,,,,,,ho tjhaba ha letsatsi,,,,,,,kuphuma kwelilanga,,,,,tlhaboletsatsi,,,,,,ku xa ka dyambu,,,,,,,u bva ḓuvha,,,,,,,,,ukuphuma kwelanga,,,,,,,,ukuphuma kwelanga,,,,
dsac_lif_00949,sunset,,,,,,,,,,,,sonsondergang,sononder,,,,,ukutjhinga kwelanga,,,,-subela ga letšatši,,,,,,,,,ho dikela ha letsatsi,,,,,,,kushona kwelilanga,,,,,phirimoletsatsi,,,,,,ku pela ka dyambu,,,,,,,tshikovhelelo,mathabama,,,,,,,,ukutshona kwelanga,,,,,,,,ukushona kwelanga,,,,
